Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
15-Feb-11,637,643,617.85,635.7,224830,142621204.7
16-Feb-11,626.25,647,620,641.15,309931,196927022.7
17-Feb-11,645.25,674.8,639,666.8,406480,270834448.1
18-Feb-11,670.05,672.7,653,660.3,224019,147917758
21-Feb-11,659.1,681.7,650.25,677.4,132427,88036731.85
22-Feb-11,675,702.6,668.3,683.65,285468,196246566.1
23-Feb-11,688.7,691.75,670,683.45,181248,123368558.4
24-Feb-11,689.9,700,645.6,654.8,542549,359854868
25-Feb-11,655,666.95,635.2,641.65,211924,136811814.3
28-Feb-11,623,658.5,623,645.25,241479,155483470.5
01-Mar-11,650,679.9,642.05,675.95,205719,136716886.9
03-Mar-11,670,690,656.8,685.5,118200,80267877.35
04-Mar-11,686,697.85,673.25,685.25,182604,125230397.3
07-Mar-11,676.15,684.95,666,678.6,69781,47267275.2
08-Mar-11,676.5,746.25,676.5,743.05,1757016,1281619489
09-Mar-11,745,745,725.35,733.95,666398,488880169.8
10-Mar-11,729.05,733.5,721,728.3,165410,120434238.8
11-Mar-11,720.8,745,716.05,730.4,345135,254013419.3
14-Mar-11,721.8,741.9,721.8,738.2,137682,101393613.6
15-Mar-11,728,759,718.4,734.85,638394,477033670.3
16-Mar-11,742.05,751,735.15,739.1,132534,98604478.7
17-Mar-11,737.95,749.75,728.9,732.75,160976,118922323.3
18-Mar-11,732.75,739.8,699.4,704.85,345833,246445053.3
21-Mar-11,709,717.9,695.3,709.45,234381,165592414.6
22-Mar-11,709.95,716.35,699.1,710.65,153693,108969910.2
23-Mar-11,700.3,714.85,690,710.7,73345,52079909.05
24-Mar-11,715.05,739,713,735.7,252473,184559500.1
25-Mar-11,744.95,744.95,731,736.65,117956,87033863.15
28-Mar-11,742.35,743,716,724.95,121032,88110261.35
29-Mar-11,724.65,737.9,671.4,681.45,811569,560416180.5
30-Mar-11,681,712,656,676.95,1085474,733807102.3
31-Mar-11,690.35,695,671.35,676.15,428141,292012362.3
01-Apr-11,672,697,671,693.55,261955,180771096.3
04-Apr-11,693,708.5,689.05,701.7,215015,150756590.5
05-Apr-11,705,721.85,695.2,717.95,263306,187368081.7
06-Apr-11,715,739.5,714,735.7,528580,386802118.4
07-Apr-11,735,754,720.25,750.3,667831,495509219.8
08-Apr-11,755,761,735.1,742.25,423818,316464935.4
11-Apr-11,736.1,746.5,729,729.6,214850,158127228.2
13-Apr-11,728,736.9,721.3,734.1,102603,75179721.6
15-Apr-11,734.15,744.45,728,732.3,252225,185827833.3
18-Apr-11,736.15,739.05,702.65,705.6,143075,103014388
19-Apr-11,710,719,693.05,708.9,139095,98483753.15
20-Apr-11,705.5,726.8,705.5,723.8,117649,84948914.85
21-Apr-11,731.55,735,714,719.4,107683,78052320.35
25-Apr-11,712.45,726,712.45,718.05,66385,47832391.8
26-Apr-11,718.35,731.5,714.05,725.05,257121,186694404.7
27-Apr-11,725.05,728.7,715.5,718.35,111732,80614980.45
28-Apr-11,719.8,719.8,684,688.55,781389,541703673.5
29-Apr-11,693.95,698.9,677.5,686.4,149300,103232970.8
02-May-11,686,696.45,678,687.3,124975,85801962.05
03-May-11,688.3,692.75,667.35,670.15,109176,73958674.1
04-May-11,670,671.95,656,664.45,96756,64387210.15
05-May-11,663.1,672.9,650,659.85,93316,61739851.65
06-May-11,668.95,674.9,650,669.4,113748,75283016.95
09-May-11,675.75,675.75,662.5,666.5,50751,33862235.65
10-May-11,669.7,682.45,665.4,675.2,133309,90155124.1
11-May-11,675.05,684.9,675.05,678.6,96021,65304525.6
12-May-11,676.9,684.05,664.2,667.3,95309,64366908.5
13-May-11,660,679.9,660,672.85,79430,53570037.05
16-May-11,665.05,679,662.15,665.2,44284,29564647.7
17-May-11,689,689,641.95,651.1,82511,54123860.7
18-May-11,652,666.15,645.4,654.9,128648,84405769.4
19-May-11,657.05,671,655,666.85,111270,73699366.75
20-May-11,675,675,643.15,646.6,352568,231218248.6
23-May-11,643,658,636.6,651.15,259232,168868976.3
24-May-11,646.6,681,645.3,673.15,219157,145053842.6
25-May-11,673,674,650.25,659.4,419326,278353926
26-May-11,660.5,672,652.35,657.3,756795,499774173.5
27-May-11,657.5,664.5,650,660.05,159808,105204816.8
30-May-11,670,692,662.15,687.35,566718,386926009.6
31-May-11,690.5,692,672.75,677.8,337673,230170725.6
01-Jun-11,679.85,704.5,670.75,699.9,463526,321275933.5
02-Jun-11,692.5,696.9,681,684.6,141172,97349945.95
03-Jun-11,685,694,680,686.95,165384,113757104.5
06-Jun-11,686.95,709.9,684.85,704.5,482080,337488687.1
07-Jun-11,704.1,718.4,704.1,708.85,265689,189164231.4
08-Jun-11,709,711,698.15,700.65,82794,58254299.7
09-Jun-11,695.3,709.75,693.8,700.65,130491,91430353.8
10-Jun-11,795,795,695,698.35,102299,71870139.85
13-Jun-11,698,705.45,683.95,700.05,108860,75873923.65
14-Jun-11,710,710,701,704.35,97091,68483822.15
15-Jun-11,708.8,713.7,697,700.5,126905,89408430.8
16-Jun-11,699,699,684.3,690.15,121015,83408569.55
17-Jun-11,690,695.9,680,689.45,117087,80531707
20-Jun-11,686,692.3,654.8,666.7,182584,122512797.5
21-Jun-11,666,682,658.1,675.4,194608,131028973.5
22-Jun-11,689.7,696.1,676,692.6,226366,155856079.4
23-Jun-11,681.05,703,681.05,701.85,227316,158015419
24-Jun-11,706.05,710,690,694.1,224665,157444051.9
27-Jun-11,693,706.65,686.1,700.65,148663,103558750.8
28-Jun-11,681.2,704.5,681.2,698.9,76196,53184039.75
29-Jun-11,709.8,717,697.05,711.35,231699,164480736.5
30-Jun-11,712.3,728.8,712,723.25,277376,199518750.2
01-Jul-11,728.05,731.5,714.35,718.2,137460,99307133.85
04-Jul-11,724.75,732,716.1,730.55,166472,121029209.8
05-Jul-11,725.25,736.8,722,734.65,260316,190528614.7
06-Jul-11,733.9,745,730.2,741.5,239539,177183945.8
07-Jul-11,740.05,750,735,738.85,208527,154979906.3
08-Jul-11,741.65,750,733.15,735.65,149894,111073947.9
11-Jul-11,739.85,748.9,723.5,745.25,293185,216637709.9
12-Jul-11,735.05,752.9,731,742.25,389526,289250016.5
13-Jul-11,743,746.35,736.65,740.4,228813,169518335.1
14-Jul-11,740.85,758,736.45,751.25,192175,143889759.5
15-Jul-11,749,758,738.2,745.15,147812,110779742.8
18-Jul-11,754.75,754.75,737.5,741.35,109720,81647707.75
19-Jul-11,748.8,754,735.3,750.1,254434,190118606.6
20-Jul-11,743,758,743,750.85,189907,142765039.2
21-Jul-11,748.7,760,741.2,749.15,163989,123324875.6
22-Jul-11,752.25,756.8,745.7,751.85,140605,105661211.2
25-Jul-11,752,779.9,746.05,772.1,329919,253251316.2
26-Jul-11,777.95,784,766.5,776.45,381681,295936381.4
27-Jul-11,778.35,798,775.5,789.35,300515,236909096.7
28-Jul-11,785.05,788.05,773.45,784.35,144534,113023710.4
29-Jul-11,785,787,773.4,775.95,150234,116879774
01-Aug-11,776.05,785,772.2,780.85,80993,63126077.9
02-Aug-11,785,786.25,776.05,783.65,129733,101380966.4
03-Aug-11,780,785.05,768.2,773.1,142769,110474776
04-Aug-11,773.5,778,762.1,773.4,175059,134670214.9
05-Aug-11,755,772.1,720.05,732.05,147981,109276447.6
08-Aug-11,700,725,685.3,713.3,252924,178270055.5
09-Aug-11,689.9,735,684.2,728.25,389434,279643282.4
10-Aug-11,735,751,725,734.5,274367,202288459.7
11-Aug-11,725,735.75,720.1,727.5,92402,67192794.7
12-Aug-11,735,744.95,731,738.05,227804,168027862.8
16-Aug-11,749.8,749.8,719,728.35,268302,194675380.8
17-Aug-11,728.3,738.65,709,716,247003,178155836.7
18-Aug-11,717,717,655.9,660.7,364133,246265421.1
19-Aug-11,640.15,667.05,621.95,638,386052,247295245.5
22-Aug-11,633.35,649,624.05,636.85,154078,97993723.25
23-Aug-11,637,669.45,625,660.9,281036,182637265.6
24-Aug-11,660,669,648,652.95,156506,103245305.3
25-Aug-11,667.45,667.45,609,618.55,231330,146316584.4
26-Aug-11,615,626.3,602,612.55,173399,106870997.9
29-Aug-11,616,640.6,616,635.7,111933,70783274.25
30-Aug-11,653.85,659,634.1,648.8,143818,92735582.05
02-Sep-11,666.55,666.55,628.2,635.35,104252,66757289
05-Sep-11,621.9,692,621.9,678.3,406684,268271138.5
06-Sep-11,675.05,680.95,651.15,661.35,460581,306383173.8
07-Sep-11,668.7,693.8,663.25,690.25,450030,306869902.7
08-Sep-11,689.25,699.6,680.55,685.7,217535,149971093.2
09-Sep-11,691,693.95,656.1,664.45,136078,92594426.05
12-Sep-11,651.15,655,625.6,630.65,198657,126332941
13-Sep-11,637.95,649,628.7,630.75,156090,99427620.55
14-Sep-11,637.1,641.8,618,628.3,245251,154411806.8
15-Sep-11,633.95,640,626.05,636.2,146863,93011662.85
16-Sep-11,641.85,657,631.2,650.45,280656,181023607.6
19-Sep-11,649.95,649.95,630,635.25,89967,57521879.6
20-Sep-11,633.95,651.9,633.9,648.1,128300,82856099.8
21-Sep-11,658.9,658.9,644.85,650.15,110684,72038459.25
22-Sep-11,641.05,648,625,627.4,103105,65759093.9
23-Sep-11,621.05,635.95,620,626.05,186768,117275928
26-Sep-11,635.95,636.3,600,603.95,233965,143636922.6
27-Sep-11,603.95,616.85,603.95,610.45,201438,123192881.8
28-Sep-11,619,648.55,576.1,581.6,499782,298514610.5
29-Sep-11,580,580,556.2,571.65,381890,217420812.7
30-Sep-11,571,579.5,555.55,574.15,233816,133283368.4
03-Oct-11,556.25,568.7,551.3,553.8,115147,64159431.75
04-Oct-11,553,559.7,538.6,547,139269,76430825.3
05-Oct-11,550.45,558,529.7,531.95,131691,71218416.7
07-Oct-11,536.1,565.4,535.1,563.05,268789,149060233.7
10-Oct-11,551.15,578.5,551.15,576.1,151213,86626960.75
11-Oct-11,576.1,589,568,574.7,230639,133742237.8
12-Oct-11,578,594.8,578,584.7,231098,135557187.9
13-Oct-11,575.25,611.8,575.25,605.45,234494,140416101.9
14-Oct-11,611.45,615,590,594.9,308670,185640995.8
17-Oct-11,599,599.9,579,584.35,142519,83712161.25
18-Oct-11,582.95,588,565.05,569.1,97487,55595811.4
19-Oct-11,572.05,580.5,570,578.15,103373,59557232.75
20-Oct-11,572.5,573.7,562,569.7,91703,52052280.7
21-Oct-11,571.15,588.85,568.7,571.6,131908,76375283.4
24-Oct-11,588.85,588.85,561,562.95,125958,71886809.05
25-Oct-11,570,570,551,560.8,191602,106823535.4
26-Oct-11,551.1,570,551.1,566.1,17505,9903085.55
28-Oct-11,571,596.5,571,587.5,244140,143028872.4
31-Oct-11,590,593,580.1,585.5,122394,71842090.4
01-Nov-11,580.2,595.85,580,591.6,168454,99301230.1
02-Nov-11,581,626.85,572.35,622.1,458706,282366453.4
03-Nov-11,623,632.3,618.3,621.15,273605,170960334.9
04-Nov-11,629.7,633.4,618,628.05,138014,86555636.5
08-Nov-11,632.05,634,608.8,615.75,141925,87862892.6
09-Nov-11,615,618.8,598.8,601.9,114989,70118291.9
11-Nov-11,604.8,615,592,597.35,207611,124739407.4
14-Nov-11,601.75,618.4,601.7,610.9,218122,133605057.9
15-Nov-11,610,623.7,595.8,617.85,637374,388918578.6
16-Nov-11,612,618.8,598.35,607.75,225823,137151224.3
17-Nov-11,607,614.95,596.15,598.55,78027,47188013.6
18-Nov-11,595,605,588.8,599,113240,67543710.2
21-Nov-11,593.7,604.8,578.25,582.3,92720,54521958.75
22-Nov-11,580.5,602,565.6,596.85,238843,139217445.3
23-Nov-11,591.65,592,569.1,573.2,91505,53147489.5
24-Nov-11,571,580,550.45,570.55,168586,94708323.3
25-Nov-11,570.55,582.85,550,560.1,245250,137904380.4
28-Nov-11,562,585,562,575,117961,67514300.85
29-Nov-11,582.95,582.95,560.1,565.25,101028,57587852.25
30-Nov-11,560.1,569,555.2,565.35,120172,67724695.35
01-Dec-11,579,584.7,565.3,568.9,114066,65439610.25
02-Dec-11,569.95,582,565.25,578.1,104128,59890019.05
05-Dec-11,571.35,599,571.35,596,317096,188217035.9
07-Dec-11,598.5,602,586.05,588.05,139158,82459419.5
08-Dec-11,590.1,594.9,572.7,574.55,139609,81390600.2
09-Dec-11,572.2,575,553,558.65,134090,75448284.95
12-Dec-11,574.4,574.4,541,543.95,166324,92164911.15
13-Dec-11,540.05,551.2,528,547.15,95183,51860076.55
14-Dec-11,546.2,563,544.05,554.7,142898,79285746.65
15-Dec-11,553.95,578.75,544.5,572.75,221349,124398479
16-Dec-11,576,577.1,556.5,562.05,153558,87076089.4
19-Dec-11,559.85,579.25,543,570,105175,58854393.5
20-Dec-11,580,585,565.05,572.15,151217,86720874.5
21-Dec-11,592,618.75,567.7,573.2,101545,58370814.5
22-Dec-11,569.7,572.95,560.8,567.6,100396,56924571.8
23-Dec-11,575.95,575.95,563.1,567.65,83238,47307894.6
26-Dec-11,570,575,556,571.8,203366,115501334.5
27-Dec-11,570.15,587.2,570,573.65,103095,59788407.6
28-Dec-11,570.8,573.95,563.1,570.7,53146,30234028.05
29-Dec-11,565.3,584.9,565.3,580.3,81572,47234130
30-Dec-11,576.9,579.8,570.1,573.7,56772,32577485.7
02-Jan-12,578,583.45,565.05,571.9,30883,17686324.8
03-Jan-12,572,605.8,571.15,599.95,148532,88305175.25
04-Jan-12,600,613.9,592,604.4,159626,96742487.3
05-Jan-12,591,611.1,591,595.35,101620,61233728.05
06-Jan-12,585,606,585,598.95,90614,54351307.25
07-Jan-12,580,603.5,580,599.5,3232,1940389.1
09-Jan-12,595.1,613,595.1,603.95,101787,61616590.55
10-Jan-12,605,615,605,612.3,85222,52091029.15
11-Jan-12,595,628.9,595,621.25,125087,78006751.8
12-Jan-12,602.55,624.9,592,596.4,99999,60589704.55
13-Jan-12,609,609,596.15,602,62773,37864645.15
16-Jan-12,595.75,611.55,595.75,603.35,70086,42317984.5
17-Jan-12,600,618,600,609.3,114577,69914069.1
18-Jan-12,610,610,587,592.45,67447,40189664.55
19-Jan-12,599.75,616,595.2,610,165535,100799747.3
20-Jan-12,615,615,596.45,602.3,55869,33708116.7
23-Jan-12,609,611.3,595.6,599.55,109925,66363790.5
24-Jan-12,600.05,611.7,600,608.45,109880,66598076.55
25-Jan-12,615,637.5,600.3,629,389596,242752401
27-Jan-12,631.05,642,621.65,637.35,125070,79133044.9
30-Jan-12,635,639,625.2,629.35,112956,71147880.4
31-Jan-12,637.8,656,630.6,652,184374,119808639.7
01-Feb-12,655.25,664.95,645,655.95,150970,99236573.25
02-Feb-12,663.5,691.8,658.6,667.8,321810,217253469.1
03-Feb-12,682,682,646.8,653.4,156460,102375024.7
06-Feb-12,656.05,665.85,641.65,643.6,221656,144866031.5
07-Feb-12,647.05,653.9,641,643.6,135545,87757582.5
08-Feb-12,645.5,659.7,636.45,650.3,334252,217575454.9
09-Feb-12,647.4,663,634,659.25,300153,195273963.4
10-Feb-12,657.1,666.9,644.25,650.25,136150,89305501
13-Feb-12,647,656.85,642.3,652.45,56024,36534426.9
14-Feb-12,660,667.9,644.05,658.55,164242,108527453.8
15-Feb-12,662.05,666,655,660.6,100060,66182048.15
16-Feb-12,662.05,671.4,653,658.85,191713,126934624.7
17-Feb-12,660.95,674.45,654.45,661.4,334696,222482930.2
21-Feb-12,669.9,670.95,652.1,662.7,145848,96766378.85
22-Feb-12,655,667.65,625.55,632.35,108583,70650026.3
23-Feb-12,626.1,647.95,611,613.8,209176,129547765.5
24-Feb-12,621.85,626.45,608,612.05,101203,62447596.95
27-Feb-12,624.65,624.65,585,591.1,77719,46670007.3
28-Feb-12,592,609.1,591,600.15,67211,40419501.75
29-Feb-12,597.05,614,592,600.5,72342,43743622.45
01-Mar-12,598,605,590.1,596.5,99885,59683946.9
02-Mar-12,601.05,609,595.2,597.9,187541,112632264.7
03-Mar-12,595.2,600,595.2,596.35,2048,1223753.2
05-Mar-12,598,610,594.4,607.05,98585,59520687.55
06-Mar-12,606.9,621,600,603.8,120213,73446988.75
07-Mar-12,601.25,612.15,598,607.35,84154,51015309.05
09-Mar-12,611.6,653.4,610.05,640.95,223319,141355730.2
12-Mar-12,648,653.8,629.1,634.05,135424,86253012.65
13-Mar-12,636.9,648.1,634.25,644.35,98516,63111261.85
14-Mar-12,640.4,654.4,632.65,636.85,109444,70577463.9
15-Mar-12,650,651.95,615.3,618.3,98456,61460365.05
16-Mar-12,620.05,626.2,603,605.45,62009,38104048.35
19-Mar-12,608.9,624,606.2,618.55,130109,80340297.7
20-Mar-12,625,654,617.75,648.7,296193,189909838.5
21-Mar-12,649,696,648.2,685.1,2558026,1720054214
22-Mar-12,690,729.9,679.05,724.85,2040974,1457313521
23-Mar-12,725,749,704.5,741.55,1489034,1079656864
26-Mar-12,742.5,747.95,715.1,720.5,439020,320180841.3
27-Mar-12,725.05,730,695.55,701.75,360199,255280100.2
28-Mar-12,680.2,718.2,680.2,702.75,320647,227037922.3
29-Mar-12,670.2,728.55,670.2,709.65,399910,281808489.6
30-Mar-12,712.4,726.85,712.4,720.75,148444,107192658.5
02-Apr-12,717.95,731.5,711,716.55,115279,82979208.05
03-Apr-12,728.45,728.45,713.2,717.1,74179,53293177.2
04-Apr-12,721.9,728,709.5,724.55,114625,82441462.9
09-Apr-12,702.25,719.75,702.25,712.9,66698,47532554.75
10-Apr-12,703.5,725.95,703.5,712.1,88985,63742752.95
11-Apr-12,704.95,720,699.8,711.2,83133,59432242.35
12-Apr-12,719.25,728.9,712.25,723.55,162161,117420374.3
13-Apr-12,708,719.95,680.05,706.05,65302,46499321.35
16-Apr-12,715.85,720.9,707.55,711.5,57823,41338488.1
17-Apr-12,701.5,717.4,701.5,708.2,49560,35192871.3
18-Apr-12,719.8,722.8,708.55,711.45,107368,77012386.6
19-Apr-12,713.4,716.2,706.15,709.7,32629,23188615.15
20-Apr-12,706.2,725.65,706.2,711.25,98992,71017093.9
23-Apr-12,716.95,716.95,693.75,696.8,46064,32381274.5
24-Apr-12,701.05,708.15,693.2,698.05,52612,36856619.95
25-Apr-12,695,702.95,683,689.9,48153,33314059.9
26-Apr-12,689,721.9,686,713.75,240506,170808743
27-Apr-12,699.9,704,687.5,696.95,88714,61798510.7
28-Apr-12,698.8,698.8,690.05,692.3,1921,1332610.65
30-Apr-12,693.95,704.8,692.5,701.75,57075,39952083.65
02-May-12,712,712,688.05,692.25,78761,54852982.4
03-May-12,692,697,683,689.65,120778,83333530.9
04-May-12,694,694,670,682.25,67581,46007397.45
07-May-12,675.35,687,666.9,683.55,78134,52678294.3
08-May-12,687.95,687.95,664.5,667.35,58353,39282216.95
09-May-12,667,673.5,651.1,654.9,44842,29765373.9
10-May-12,662,664.8,645.95,658.3,87340,57153898.05
11-May-12,661.1,664.2,620.1,637.2,118023,75075301.05
14-May-12,635,635.75,621.2,627.05,46878,29396430.25
15-May-12,614.7,640.7,614.7,636.95,70124,44443557.75
16-May-12,625.1,653,625.1,635.75,77192,49404504.4
17-May-12,639.35,645.95,605.35,607.9,122095,75556880.8
18-May-12,614.7,639.7,600,611.05,444211,272881070.7
21-May-12,614.5,617.5,607.5,611.15,81618,49984132.55
22-May-12,612.3,628.4,608,617.9,142912,88657565.65
23-May-12,620.75,624.5,605.4,611.6,165804,101919687.8
24-May-12,629.85,678.9,613.1,666.05,1637360,1080562206
25-May-12,666,673.4,657.7,666.9,379636,253069569.5
28-May-12,666.9,684.4,662.3,667.5,131458,87850106.2
29-May-12,652.05,674,650.65,664.25,105882,70296997.4
30-May-12,664.1,698,657.2,689.4,537261,369279282
31-May-12,682,688.85,666.35,673.55,232702,157660052
01-Jun-12,670.9,670.9,655,656.55,95068,62913598.05
04-Jun-12,655.05,671,638.55,660.55,96251,63095802
05-Jun-12,666.95,674.8,660,669.25,104116,69480711.15
06-Jun-12,668,681.75,668,673.75,85435,57748376.5
07-Jun-12,680,682.45,663,670.55,92162,61795908.35
08-Jun-12,674.8,688,668.25,678.9,187496,127320545.2
11-Jun-12,678.25,688,664,666.8,85309,57887315.45
12-Jun-12,660.55,681,660.55,676.3,68545,46131718.8
13-Jun-12,672.3,676.9,665,667.1,81058,54329647
14-Jun-12,669.8,680.9,663,677.7,148651,100469254.7
15-Jun-12,675.1,704,672.3,701,429821,298258738.5
18-Jun-12,798,798,681.15,685.3,194672,135502821.9
19-Jun-12,685,691.8,680.55,685.35,50277,34523917.3
20-Jun-12,685,695,683.05,685.7,49066,33769565.95
21-Jun-12,688.25,693,680,686,52844,36288749.75
22-Jun-12,681.85,692.9,675.25,688.35,52540,36014768.9
25-Jun-12,690,695,686,689.25,60527,41815975.4
26-Jun-12,776,776,681,687.35,55503,38169031.85
27-Jun-12,690,699.7,685,694.8,233837,162125597.3
28-Jun-12,696.3,707,688.1,701.3,181787,126772769.2
29-Jun-12,700.05,712.9,700.05,708.3,108741,76934716.4
02-Jul-12,710,748.5,704,734.35,289778,211226962.4
03-Jul-12,736.05,740.3,721.45,727.05,113599,82994496.35
04-Jul-12,730,744.45,727.6,731,279980,206113506.5
05-Jul-12,732.75,741.1,725.7,736.6,132163,97168650.75
06-Jul-12,735.7,738.9,717.15,721.9,137875,99916526
09-Jul-12,722,726.9,708.6,718.6,151480,108694984
10-Jul-12,716.2,731,716.2,721.5,59576,43135111.25
11-Jul-12,718.95,731.8,714,718,107074,77469594.25
12-Jul-12,702,719,702,710.75,104798,74545505.85
13-Jul-12,711.9,717.95,707.25,712.75,40069,28597062.65
16-Jul-12,713,722.45,702.1,706.45,71865,51289337.4
17-Jul-12,708.95,710.9,690.2,706.55,110321,77437160.25
18-Jul-12,708.85,712.65,697.3,708.75,70103,49497794.65
19-Jul-12,712.65,722,710.3,717.15,52167,37314076.4
20-Jul-12,720.1,725,707.6,713.1,91412,65247384.35
23-Jul-12,708.35,719.3,703.15,716.85,80024,57061104.25
24-Jul-12,718.1,721.9,708,717.9,49897,35639469.25
25-Jul-12,718.45,732,716.4,725.2,143586,104200492.5
26-Jul-12,725.2,728.75,712.05,715.95,134267,96547233.65
27-Jul-12,721.05,738,713.95,716.05,127245,92419606.65
30-Jul-12,705,724.5,705,712.85,62069,44375514.35
31-Jul-12,727.95,727.95,708.45,713.1,81835,58376300.45
01-Aug-12,711,729.95,711,727.95,97370,70697828.15
02-Aug-12,720.7,730,717.1,720,73696,53261444.8
03-Aug-12,735,772.6,721,761.6,1015859,770944639.5
06-Aug-12,772.25,772.25,748.15,750.9,224482,169552771.1
07-Aug-12,757.95,771.45,750.15,755,273270,207512277.4
08-Aug-12,754.95,766.55,753.7,759.9,133348,101476761.4
09-Aug-12,759,774,756.85,762.4,274093,209784994.9
10-Aug-12,771.2,805.8,769.5,799.8,1054625,833481739.4
13-Aug-12,806,819.9,799,817.35,495236,401421635.8
14-Aug-12,818,820,806.1,816.6,178734,145636914.3
16-Aug-12,814.65,848,814.65,845.45,490300,409658031
17-Aug-12,846,858.5,840.85,849,402668,342556481.4
21-Aug-12,847.85,871.5,844.05,869,328224,282985510.5
22-Aug-12,869.75,877,852,855.7,249190,215207664.2
23-Aug-12,864.3,870,850.7,865.65,211485,182542062.9
24-Aug-12,868.1,878,862.05,871.35,307303,267634803.4
27-Aug-12,874.2,886.4,866.45,875.1,371508,326080140.8
28-Aug-12,875,883,833.25,842.95,485432,414339345.8
29-Aug-12,864.45,864.45,832.6,834.9,171901,144779353.8
30-Aug-12,820,820,781.1,793.05,8936785,7084654303
31-Aug-12,791.1,807,782.6,798.6,1019683,814977644.8
03-Sep-12,802.8,815.9,802,810.55,607582,491539197.7
04-Sep-12,817.05,835,812,821.15,1246206,1023301105
05-Sep-12,821,838.95,815,831.9,1180148,977011999.6
06-Sep-12,835,846.2,829.45,838.2,1030899,865816835.7
07-Sep-12,843.9,861,843.1,858.85,913480,778771265.3
08-Sep-12,855,860,851,853.1,30606,26124149.9
10-Sep-12,857.95,888,857.05,880.05,1528576,1340823061
11-Sep-12,874.35,895.95,874.35,892.55,1024773,912425960.9
12-Sep-12,895.4,933.45,894.1,925.65,2044269,1876301043
13-Sep-12,917.05,932.15,911.35,914,968372,887739153.3
14-Sep-12,921.75,930.4,900.7,910.65,1119470,1025349334
17-Sep-12,919.9,919.9,887,903.5,1045009,937174306
18-Sep-12,915.85,927,895.2,901.35,884793,804444777.5
20-Sep-12,900,914.8,895,899,738331,667559395.3
21-Sep-12,903.3,918.15,902.95,913.35,476295,434235627.3
24-Sep-12,886,921,886,916.15,451034,413010179.2
25-Sep-12,920.05,944,915,927.5,957807,892569613.9
26-Sep-12,923.05,940.85,915.3,938.25,563848,526715621
27-Sep-12,939,959.5,939,952.15,1008719,959958929
28-Sep-12,956.95,980,956.95,972.05,816813,794850458.4
01-Oct-12,975.55,1042.95,975.5,1025.55,2618076,2665404360
03-Oct-12,1019.4,1028,990.65,994.2,1110717,1109109398
04-Oct-12,1000,1005,967.05,971.8,833967,817635730.2
05-Oct-12,979.8,979.8,943,946.8,421837,403068411.5
08-Oct-12,942,971.7,935,940.05,521222,496991812.3
09-Oct-12,945.7,957.85,936.65,952.45,407153,386239762.1
10-Oct-12,953.8,978.9,948.9,965.3,947047,915565306.1
11-Oct-12,945,984,944,979.5,522074,507559303.8
12-Oct-12,968.95,991.35,958.1,961.85,398494,387681060.1
15-Oct-12,945,969.5,935.5,940.55,262620,248940725.5
16-Oct-12,925.05,953.95,915.55,944.65,291684,275867253.8
17-Oct-12,949.9,959.4,945.05,950.55,229898,218749913.7
18-Oct-12,952,954.9,930.2,938.55,298501,280962304.2
19-Oct-12,941.95,942,918.75,927.95,378785,351213354.1
22-Oct-12,926,943.9,922.5,937.65,147585,137871223.1
23-Oct-12,940.15,943.75,928,931.4,142430,133224112.2
25-Oct-12,930.5,934.25,907.15,911.65,414230,380201341.1
26-Oct-12,910.3,922.75,898.9,909.7,178154,162603961.8
29-Oct-12,919.45,934.9,912.9,929.6,259124,240312438.1
30-Oct-12,930,937.85,919.1,933.75,235427,218973557.5
31-Oct-12,940,953.9,931.1,948.45,322725,304355852.3
01-Nov-12,947,954.45,940,943.3,172376,163301812.1
02-Nov-12,947,966.4,945.25,951.6,298799,286157615.3
05-Nov-12,945,962.9,930,955.45,386345,368734792.3
06-Nov-12,995,995,959.9,963.3,582244,565327925.5
07-Nov-12,964,975.95,956.1,969.1,256866,248758147.7
08-Nov-12,962.6,965,950,954.65,208408,199386989.8
09-Nov-12,959,961,937.1,939.05,171898,162465354.3
12-Nov-12,936,950,934,947.65,120736,113915030.5
13-Nov-12,947,950,941,944.6,25935,24533323.15
15-Nov-12,939.45,943.05,913,918.2,193844,178842989.3
16-Nov-12,918,927.45,905.35,910.9,277278,254889666.2
19-Nov-12,910.8,916.95,872.65,883.25,601239,533006187.7
20-Nov-12,886.25,898.65,872,884.2,319928,283977682
21-Nov-12,889.5,907.4,867.1,904.65,374216,334515189.8
22-Nov-12,904.9,915.4,889.3,910.1,285231,257610718.9
23-Nov-12,918.55,918.55,898.5,903.65,196069,177826803.5
26-Nov-12,907.75,913.9,904.3,907.9,196619,178620455.3
27-Nov-12,907.9,913.5,882.05,894.1,471210,421665069.8
29-Nov-12,885,895.25,875.5,880.7,593562,524704902.2
30-Nov-12,876.05,897.65,867.6,880.1,693893,612011736.1
03-Dec-12,882.15,902.2,878.4,891.9,456610,409091389.7
04-Dec-12,893.05,900.5,885,889.05,221586,197651911.3
05-Dec-12,897.75,897.75,878.1,887.85,225002,199457511
06-Dec-12,888,890.95,877.15,882.35,216167,190668473
07-Dec-12,874,893.3,865.5,880.35,575874,507276199.6
10-Dec-12,880,886,869,874.15,279607,245448289.9
11-Dec-12,870.05,889.8,870,879.5,420793,370544796.4
12-Dec-12,877,931.55,875,914.1,4117334,3751087880
13-Dec-12,915,924.75,908.5,918.35,895200,821563114.4
