Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
02-Apr-09,274,287.3,274,280.9,256013,72334399.4
06-Apr-09,283.25,314.5,283.25,309.2,689517,208182602.7
08-Apr-09,304.2,320.95,300,316.3,754344,237257584.9
09-Apr-09,324.8,341.9,314.1,320.35,566871,186744719.7
13-Apr-09,324.85,410,298,358.35,9673926,3535288031
15-Apr-09,358,385,326.3,368.4,4136022,1517810173
16-Apr-09,372.1,376.85,345.9,350.8,1456355,533113781.8
17-Apr-09,358.65,359,328.25,334.8,1207468,419701177.9
20-Apr-09,331.9,345,324,333.65,903828,303420344
21-Apr-09,305.7,334,305.7,318.1,927111,298145048.9
22-Apr-09,318.1,325,302.1,306.2,757495,238274716.1
23-Apr-09,309,336,297.1,332.65,1651649,532218002.3
24-Apr-09,334.6,345.5,327.15,339.75,942219,316086621.6
27-Apr-09,335.4,344,323,328.55,450579,151502882.7
28-Apr-09,330.1,346.5,315,317.65,883861,293675103.5
29-Apr-09,319,331.9,315,327.9,710916,230196215.8
04-May-09,321.3,351,321.3,335.25,1599473,534615933.1
05-May-09,338.25,352.25,329.1,332.65,1280882,437107290.4
06-May-09,335,344.3,328.2,331.2,744624,251492058.9
07-May-09,332.1,347.4,332.1,344.35,774775,264414088.9
08-May-09,344.95,360,341.5,353.1,1337196,470651023.5
11-May-09,354,363.85,344.15,350.05,787568,278283965.5
12-May-09,349.4,362,343.2,357.3,782858,277519412.1
13-May-09,363.6,372.9,359,362.2,1050169,385121727.5
14-May-09,357.85,367,347,361.4,294222,106049116.1
15-May-09,365,372,360,362.5,383842,140671052.2
18-May-09,375,395,370,391.7,2403,938462.2
19-May-09,402.35,414.4,358.1,364.75,633666,241367138
20-May-09,366,389.9,360,384.65,597524,226199363.4
21-May-09,387.6,436,387.6,416.7,1599635,664899036.5
22-May-09,420,491,416,474.7,3181883,1465599628
25-May-09,485,503,462.1,482.25,1528673,744152677.1
26-May-09,481.8,490,428.5,439.5,1092557,496906453.6
27-May-09,456.6,484.9,452,480.9,1229173,583262229.5
28-May-09,479,488,460,463.65,555605,261048654
29-May-09,472,487.3,470,473.65,509074,243552444
01-Jun-09,480.2,528.85,474,522.85,1788442,905021550.2
02-Jun-09,527.85,574,515,559.1,2156552,1191650186
03-Jun-09,569.1,678.9,565,657.8,3849048,2415126865
04-Jun-09,650,718,641.1,668.15,3095157,2117076875
05-Jun-09,691.7,691.7,630.1,637.4,1067462,704731498.4
08-Jun-09,645,665,575.5,592.3,966982,599486850.5
09-Jun-09,589.7,757.9,570,744,6369984,4435010457
10-Jun-09,755,860,755,782.8,9930303,8110371012
11-Jun-09,806.2,818.7,755,773.95,3496730,2747920096
12-Jun-09,775.85,799,715,721.3,2208013,1637947258
15-Jun-09,710,744,681.5,699.45,1908236,1367349925
16-Jun-09,699.8,803,650,789.55,4294318,3249152750
17-Jun-09,801.3,818,734,755.65,4547883,3573276711
18-Jun-09,745,795,735,783.9,4071552,3125287586
19-Jun-09,791,803.8,727.35,761.1,3294148,2524442510
22-Jun-09,765,783.2,735,741.15,1582915,1200540996
23-Jun-09,750,769.05,705.2,747.35,2551939,1907905823
24-Jun-09,787.7,787.7,746.6,760.85,1383978,1054746108
25-Jun-09,762,774.5,736.8,743.9,1074960,812924920.1
26-Jun-09,759.65,761,713.2,740.1,1611901,1194087293
29-Jun-09,748.95,759.2,735,742.15,844080,631895039.3
30-Jun-09,749.95,772.8,727,732.1,1648053,1242485434
01-Jul-09,743.65,757,722.1,747.55,906328,671511534.3
02-Jul-09,755,779,742.45,770.55,1997687,1523442201
03-Jul-09,760,770,745.15,752.1,805514,612509307
06-Jul-09,741,759,684.9,695.9,775542,561361992.6
07-Jul-09,681.1,716,681.1,706.85,527601,371970573.3
08-Jul-09,690.25,719.9,663,685.8,1131751,783672010.6
09-Jul-09,698,707.9,675,695.45,679154,473852288.4
10-Jul-09,714.4,727.7,628.5,653.8,1216091,854484178.1
13-Jul-09,668.9,679,641,655.1,819469,536398999.1
14-Jul-09,684.95,709.5,665,702.9,1036046,714549489.9
15-Jul-09,708.1,720,688,697.95,1247863,877503788.8
16-Jul-09,709.7,732.8,698,705.75,1647362,1176836043
17-Jul-09,716.75,746.1,710,734.25,1833038,1328439517
20-Jul-09,748,814.3,735.5,802.7,3630587,2837347166
21-Jul-09,815,839,788.05,812.2,3540201,2884890309
22-Jul-09,810,814.9,763,770.35,2086286,1654280973
23-Jul-09,734.2,796,734.2,784.45,3716147,2878155817
24-Jul-09,819.85,819.85,784.45,795.5,1649500,1320703989
27-Jul-09,799,805,778,791,710108,561782781.6
28-Jul-09,794.8,829.7,788.05,806.2,1876065,1522997840
29-Jul-09,790.1,823,781,812.15,1370178,1105278599
30-Jul-09,800,855,800,848.2,2525218,2101951874
31-Jul-09,865,873.7,836,848.15,1874157,1605587154
03-Aug-09,850,862.4,838,850.15,782969,663690327
04-Aug-09,854.6,879.75,831.1,851.3,1870357,1613711932
05-Aug-09,869.85,869.9,842.5,862.75,1356629,1165881788
06-Aug-09,836.1,861.9,811.4,827.2,961261,807475763.6
07-Aug-09,825,825,760.55,767.25,1259371,993619004.1
10-Aug-09,780,802.85,770.1,782.05,1427186,1123764119
11-Aug-09,768,847,768,832.9,2109729,1733930960
12-Aug-09,826,844.7,800,838.25,1400714,1151363358
13-Aug-09,852.1,862.6,842.55,856.4,940057,802037478.9
14-Aug-09,859,862,839,844.25,689661,586082098.6
17-Aug-09,837.3,849.35,800,805.65,795515,658424587.2
18-Aug-09,800,845.75,800,840.45,825354,682947100
19-Aug-09,840,854.5,812.25,819.1,867855,722729738.1
20-Aug-09,826.25,846,822.3,831.65,582065,486115090.2
21-Aug-09,832,834,809,818.35,852739,699115704.8
24-Aug-09,839.9,852,828.6,844.3,859500,723572211.4
25-Aug-09,840,895,832.3,891,2787261,2435229123
26-Aug-09,901,935,893,921.25,2125491,1943401438
27-Aug-09,916.15,924.4,902.2,917.9,1206320,1104883085
28-Aug-09,920,927.2,894,916,913977,834075519.7
31-Aug-09,915,959.7,903.5,948.85,1724861,1620894873
01-Sep-09,955,1008,944,971.9,2408475,2364000358
02-Sep-09,962.1,982.2,946.8,958.5,1479445,1424439173
03-Sep-09,972,972,936,944.3,781026,745961148.8
04-Sep-09,948,962,926,954.05,762402,719761590.1
07-Sep-09,966,978,956.8,969.15,1075994,1043898110
08-Sep-09,989.95,1022,950,956.6,1438660,1405420768
09-Sep-09,956,965.85,940.5,948.75,593558,565401257.9
10-Sep-09,956.1,966,902,910.75,1049059,972470856.4
11-Sep-09,925,925,876,885.35,1397775,1245608647
14-Sep-09,886.05,905,865.5,895.8,967461,862677324.6
15-Sep-09,902,912.95,890.2,902,623074,563003951.8
16-Sep-09,910.1,917.7,904,911.1,511650,465985257.6
17-Sep-09,917.8,927.95,902.95,910.45,701436,642141837
18-Sep-09,909,918,901,904.85,449667,408041505.4
22-Sep-09,908,921.6,901.75,911.1,510019,465039898.3
23-Sep-09,912.1,915.6,896.4,902.2,485379,438709699.4
24-Sep-09,895,900,883.9,893.2,589549,526445887.4
25-Sep-09,893.2,944.95,888.05,934.7,1459936,1350541422
29-Sep-09,940,949.7,922.5,926.4,663384,617499243.7
30-Sep-09,931,946.9,928,936.15,792645,743213369.9
01-Oct-09,930,958.75,930,946,853020,809749713
05-Oct-09,939,956.4,925,938.15,598026,564877169.5
06-Oct-09,957,957,920,934.6,421380,392356378.8
07-Oct-09,940,940,910.25,919.65,637901,586166105.8
08-Oct-09,925,926.85,901.15,907.75,326606,297327371.1
09-Oct-09,912,932.45,905.05,919.35,512430,471899574.4
12-Oct-09,915,932.9,914,924.6,252871,234113667.6
14-Oct-09,942,943.25,925,933.55,336600,314710115.1
15-Oct-09,941.9,947,918.7,929.25,581677,542874629.1
16-Oct-09,934,953.15,926,950,534178,503659515.7
17-Oct-09,921,958.9,921,940.75,75529,71302222.15
20-Oct-09,943,960.5,935.05,941.6,591465,562312937.6
21-Oct-09,950,959,938,943.3,665491,630447234.1
22-Oct-09,942,949.45,935,938.7,371970,349580659.4
23-Oct-09,949.05,950,935.3,939.05,223875,210794633.4
26-Oct-09,942,946.7,928,939.35,254792,238994101.1
27-Oct-09,935,953.8,930.05,936.05,483835,454327805.3
28-Oct-09,930.5,947.3,912.5,943.05,234563,218842239.7
29-Oct-09,937,940.65,915.55,929.1,449623,418388124.7
30-Oct-09,944,956,916,934.35,479455,450040512.5
03-Nov-09,929,934.95,887,896.65,315623,289496301.4
04-Nov-09,900,925.8,873,917.9,303078,272134959.4
05-Nov-09,914.6,934.95,897.1,930.4,188362,172300076.3
06-Nov-09,918.4,944,906,934.05,123791,115935412.1
09-Nov-09,940,1037.55,930,1029.5,1717479,1720232711
10-Nov-09,1042,1049,988.15,999.6,1107454,1133261005
11-Nov-09,1000,1064,990,1054.25,1110930,1154424668
12-Nov-09,1079,1079,1003.4,1048.65,685836,721608408.1
13-Nov-09,1023,1056.55,996.65,1002,546198,555983315.7
16-Nov-09,1009,1019,992.2,1005.5,598460,601843280.1
17-Nov-09,1010,1029.9,1004.05,1020.35,399474,407307046.4
18-Nov-09,1014,1040.9,1006.25,1016.5,288314,295858752.4
19-Nov-09,1006,1018.9,965.15,974.05,391679,387555719.6
20-Nov-09,970,992.95,927.4,984,305016,297036157.6
23-Nov-09,981.2,998.5,977.1,986.55,248518,245517053.7
24-Nov-09,972,994,965.6,971.95,297083,290105981.2
25-Nov-09,970,978.7,904,924.05,930372,867712698.6
26-Nov-09,912,934.4,881.3,909.25,1831729,1669582247
27-Nov-09,892.9,924.95,880.5,916.55,938846,850250428.6
30-Nov-09,936.9,936.9,911.2,928.65,368641,341022389.9
01-Dec-09,935,947.1,926.7,938.3,215274,202121040.4
02-Dec-09,948,969,924,929.05,264405,248053937.8
03-Dec-09,935,971.7,935,958.3,586530,562188210.6
04-Dec-09,956,983.1,955.2,968.05,445238,432993417.7
07-Dec-09,979.9,990,969.5,978.5,413747,406003622.6
08-Dec-09,970.35,996.2,963.35,989.3,310277,303803921.9
09-Dec-09,985.1,1014.9,982.85,995.65,409906,411167726.3
10-Dec-09,1014.2,1036.8,1005,1017.5,535823,548951946
11-Dec-09,1020,1027.55,995.2,1002,180893,182896462.3
14-Dec-09,1002,1014.7,986.05,1003.2,255093,255968760
15-Dec-09,995.15,1010.2,981.15,988.65,190439,189978380.8
16-Dec-09,990,999,982.65,991.75,132667,131545723.1
17-Dec-09,996.1,1014,988,1005.95,230811,232340406.7
18-Dec-09,1148.7,1148.7,986.4,992,188704,189427364.5
21-Dec-09,1010,1010,991,996.15,159083,158709217.3
22-Dec-09,1000,1005,990,994.35,93139,92881373.1
23-Dec-09,997,1016.05,992.3,1008.85,238739,240637452.9
24-Dec-09,1015.1,1020.75,997.45,1002.85,191956,194055603.1
29-Dec-09,1010,1013.65,996.1,998.6,77948,78144884.3
30-Dec-09,1000,1009.8,985,990.6,182631,182184763.7
31-Dec-09,985,1010,985,991.2,210977,209719854.4
04-Jan-10,996.8,1033,992,1023,317189,322034873.8
05-Jan-10,1034,1052,1029.1,1036.1,426652,444515669.6
06-Jan-10,1034.2,1049,1031.75,1041.2,210090,218665938.8
07-Jan-10,1043,1045,1009.95,1018.3,183747,188146274.5
08-Jan-10,1018,1052.8,1010.1,1045.1,520240,538755676.9
11-Jan-10,1050,1064.7,1032.1,1038.5,329930,346949407.1
12-Jan-10,1049,1063.9,1040,1045.55,328778,346442894.9
13-Jan-10,1035,1090.95,1030,1087.1,727612,778159918.1
14-Jan-10,1104,1104,1071,1081.45,340517,369229369.3
15-Jan-10,1100,1144,1086,1137.15,967714,1086846272
18-Jan-10,1131,1154,1125.8,1137.05,302219,344537951.9
19-Jan-10,1076.5,1149.9,1076.5,1117.4,157430,177215317.3
20-Jan-10,1122,1144,1106.45,1120.1,164357,184782944.3
21-Jan-10,1115,1135,1081.35,1107.4,196877,219172343.9
22-Jan-10,1091,1158,1077.3,1137.65,544092,615375125.1
25-Jan-10,1130,1130,1025.6,1049.1,1075580,1127275137
27-Jan-10,1040,1040,927.1,944.45,671501,660302715.7
28-Jan-10,958.5,1010.5,949,996.85,749301,730307599.2
29-Jan-10,976,993,937.7,972.5,328147,315948799.1
01-Feb-10,965,990.9,952.7,968.6,289706,283013525.2
02-Feb-10,973.9,997.8,942.25,948.8,295905,287714457
03-Feb-10,970,986,959.25,963.9,321629,312517354.2
04-Feb-10,959.9,967.8,935.8,943.65,236002,225595328.8
05-Feb-10,930.1,955,906,936.7,213528,198562600.9
06-Feb-10,941,951,936,942.45,27121,25569632.6
08-Feb-10,945,961.25,925,943.05,156412,147608069
09-Feb-10,922.1,954.4,922.1,942,134805,127395562.2
10-Feb-10,948,964,928.15,932.95,147005,139756958.8
11-Feb-10,952,956.1,936,940.7,109290,103472361.6
15-Feb-10,942,956.2,940.1,947.95,98056,93082517.3
16-Feb-10,956,956,941,949.9,104088,98675364.1
17-Feb-10,958,971,954,959.8,206810,199161409.8
18-Feb-10,964.9,974.6,951.65,958.9,127291,122977656.7
19-Feb-10,953,956.65,932,940.15,110230,104323873.9
22-Feb-10,955.15,957.45,933.9,940.55,104530,99248735.05
23-Feb-10,931,937,920,928.5,122335,113846878
24-Feb-10,921.05,940.4,913.25,917.95,173981,160831968
25-Feb-10,922,931,898.35,907.45,219033,200075425.8
26-Feb-10,924.2,924.2,882.25,890.85,404739,361906557.4
02-Mar-10,901,907.3,890.6,897.15,206565,185506306.5
03-Mar-10,904,912,899,909,133190,120903173.1
04-Mar-10,911.25,922.65,905,918.5,315465,288561577.3
05-Mar-10,924.95,944.9,918.85,931.7,552560,517003107.3
08-Mar-10,949,958,909,911.6,412432,379207686.5
09-Mar-10,911,921.9,904,907.25,495487,451510088.2
10-Mar-10,907.6,920.9,888,899.35,276269,250662221.3
11-Mar-10,871,908.35,871,903.5,203485,183210369.5
12-Mar-10,905,916,900.4,907.05,251970,228737428.7
15-Mar-10,908,910,897.15,902.5,267912,241831649.4
16-Mar-10,905,919.5,905,913.45,194955,178438403.1
17-Mar-10,920,934.25,916.25,918.55,529406,489823248.6
18-Mar-10,925,925,905.05,906.75,385571,350925284.9
19-Mar-10,912.15,917,903.35,906.45,225096,204462242.6
22-Mar-10,900,913.5,895,911.65,272409,248041633
23-Mar-10,914,918.2,903.6,910.15,152337,138884580.1
25-Mar-10,916.2,919.7,890.1,894.3,489614,441451095.5
26-Mar-10,904,910.95,898.1,907.05,209916,190216257.6
29-Mar-10,910.5,914.8,901.1,904.3,133002,120525691.6
30-Mar-10,904.3,909.95,880,882.55,417329,372574741.7
31-Mar-10,880,881.3,849,853.1,661109,571378878.9
01-Apr-10,854,867.4,833,859.5,391499,336574605.7
05-Apr-10,870,870,849.1,860.75,238893,205578889.1
06-Apr-10,864.3,866.9,851.55,861.15,343822,295378858.2
07-Apr-10,855,867.05,841.1,851.05,307165,263370919.5
08-Apr-10,853,861,845.4,850.5,344166,293930614
09-Apr-10,852,858.25,847,850.05,220588,187863361.1
12-Apr-10,851,857,845.2,848.45,172916,147056283.9
13-Apr-10,847.9,855.9,838.5,846,483310,409981306.6
15-Apr-10,850,858.05,841.05,846.6,255662,217666357.3
16-Apr-10,845.05,848.4,837.05,840.5,138084,116321939.1
19-Apr-10,835,837.4,825,828.6,155158,128745510.9
20-Apr-10,830,833.3,821.1,822.1,86952,71887238.9
21-Apr-10,825,838.35,822.5,829.95,255270,212068218.7
22-Apr-10,825,840,825,830.25,183284,153067393.5
23-Apr-10,831,836,821.1,824.1,107044,88633152.8
26-Apr-10,826,834,820,822.25,147857,122171107.3
27-Apr-10,838.8,838.8,794.85,803.9,196647,159940278
28-Apr-10,786.1,797.8,762,770,5917096,4528857023
29-Apr-10,781,788,765.3,768.25,747169,578582631.6
30-Apr-10,781,781.5,768,774.2,274302,212391372.9
03-May-10,770.1,788,770.1,775.25,312022,243082964.5
04-May-10,780,783.95,740,743.75,399161,304021685.8
05-May-10,743.75,743.75,719.05,736.35,236256,172335195.7
06-May-10,742,756,726,734.2,500300,371100942.7
07-May-10,725.8,727.7,700,713,352894,251937412.5
10-May-10,725,734.9,715,731.85,287041,208353554.2
11-May-10,733,733,705,708.55,213124,152790883.3
12-May-10,712,741.9,702,734,391978,283397262.6
13-May-10,743,746,727.15,730.85,336157,248605671.3
14-May-10,727.65,732,706,713.95,155844,112281730.6
17-May-10,710,724,682,719,204389,144741139.4
18-May-10,720,726,709,713.4,140180,100386815.5
19-May-10,709,720,671.2,678.7,197774,137634321.2
20-May-10,685,689,655.05,661.85,203635,136463260.2
21-May-10,657,658,632.6,653,208998,135168128.9
24-May-10,660,677,657.6,663.75,130465,87158883.45
25-May-10,665,665,636,640.5,147590,96028306.85
26-May-10,645,654.9,625.15,634.55,310554,197579811.7
27-May-10,639.8,639.8,616.55,620.55,557617,347439488
28-May-10,647,647.8,626.05,644,247272,157465138.3
31-May-10,647,650.7,630.1,636.2,263337,168629787
01-Jun-10,636,654.95,632.15,638.15,392860,253579379.8
02-Jun-10,642,673.5,637,669.2,519714,342150079.4
03-Jun-10,685,718.9,675,714.7,1449990,1014772461
04-Jun-10,718,721.05,701.55,705.3,608339,430954584.7
07-Jun-10,699,716.45,674.1,707.45,863193,608214805.8
08-Jun-10,713,720.9,695.05,701.25,522181,371444314.2
09-Jun-10,703.5,714.75,698.5,701.45,303138,214274390.4
10-Jun-10,705,717.5,702.5,715.35,316576,225132884.5
11-Jun-10,722.55,734.4,717.1,727.5,751280,546918429
14-Jun-10,730.1,744.5,727,739.4,296794,218348166.3
15-Jun-10,740.2,745,725.4,733.05,253520,186435891.7
16-Jun-10,740,740,723,726.95,145699,106507400.8
17-Jun-10,725,748,725,743.95,329688,243614942.5
18-Jun-10,744,755.9,730.3,735.8,583821,435088536
21-Jun-10,740,749.4,727.1,731.3,304065,224438318.6
22-Jun-10,725,733,681.7,717.05,428990,310689319.1
23-Jun-10,712,753.9,712,750.65,1260770,936961878.2
24-Jun-10,754,755.1,735,739.4,667367,495284949.3
25-Jun-10,740,748.7,736,738.65,162835,121127653.5
28-Jun-10,750,750,741,744,115055,85631656.95
29-Jun-10,746,762,731.85,737.85,554204,415404736
30-Jun-10,730.2,747.7,730.2,734.2,335110,246894101.6
01-Jul-10,728,746.4,728,736.3,297046,219810916.5
02-Jul-10,738.6,744,730,732.6,116731,85841407.5
05-Jul-10,742.1,764.2,742.1,753.65,517879,390913551
06-Jul-10,759.95,767,755.15,761.5,393417,299603877.1
07-Jul-10,762,767,746.75,756.4,330931,250993173.3
08-Jul-10,765,768,756.8,762.45,253029,192808683
09-Jul-10,765,782,763,776.7,626254,486541348.7
12-Jul-10,778.1,781.3,766.15,774.75,176319,136709820.4
13-Jul-10,774.75,774.75,758,764.95,188622,144373253.6
14-Jul-10,768,778.35,760.3,764.45,194463,149836291.5
15-Jul-10,765,772,761.6,767.9,114759,88152404
16-Jul-10,760,775.65,760,770.9,116700,90131457.25
19-Jul-10,769.9,770.9,760,761.85,133473,102204418.8
20-Jul-10,769.8,769.8,755,758.25,132899,101349906
21-Jul-10,759.85,763.45,753,754.4,118755,89889016.7
22-Jul-10,754.7,755.6,746.8,749.7,118356,88791816.95
23-Jul-10,755,759.85,742,746.7,169799,127521691.5
26-Jul-10,751,752.5,732.5,737.55,218388,162370904.5
27-Jul-10,730.55,730.55,703,710.45,649175,461359575.6
28-Jul-10,710,729.7,706.25,716.65,433852,312073559.1
29-Jul-10,717.7,721.9,700.15,702.65,229540,162750447.6
30-Jul-10,705,713.9,697.7,700.2,148463,104858948.8
02-Aug-10,705,707.5,700.3,702.55,117506,82720739.15
03-Aug-10,704,725.95,703.5,722.55,330108,236648631.5
04-Aug-10,725.05,738.95,725.05,737.25,395414,289840744.5
05-Aug-10,737.25,741.95,724.1,726.4,193585,142032670
06-Aug-10,733.25,733.25,715,719,149987,108717582.1
09-Aug-10,717.35,726.7,715.9,722.35,115479,83301366.9
10-Aug-10,724.75,733.85,711.5,715.35,192345,139137553.7
11-Aug-10,712,731.9,711.3,713.6,242057,174926116.5
12-Aug-10,701.9,719.8,701,710.1,108976,77563426.4
13-Aug-10,710,722.4,709.2,711.8,99228,71026672.35
16-Aug-10,713,718.65,701.2,708.15,92172,65655105.25
17-Aug-10,713,724.7,711.75,714.85,213989,153758049.2
18-Aug-10,720,720,707.6,715.75,119778,85423330.25
19-Aug-10,718,722,713,715.5,90092,64657444.3
20-Aug-10,715.5,715.5,708.65,710.75,57964,41292909.45
23-Aug-10,711,714.8,709.2,713.6,71936,51271368.5
24-Aug-10,710.75,718.8,703.5,705.75,121226,86351050.3
25-Aug-10,704,709,693.4,695.45,101923,71324933.75
26-Aug-10,695,700,664.75,668.4,452715,305758262
27-Aug-10,668,678,654,656,277408,183526545.7
30-Aug-10,662,664.5,645.05,651,209901,136806254.9
31-Aug-10,651,651,634.9,638.25,169703,108493019.3
01-Sep-10,638.25,652,632.5,646.8,119637,76856479.6
02-Sep-10,659,689.35,647,676.7,645520,433444409.3
03-Sep-10,680,704.55,677.25,700.05,1104652,769855224.4
06-Sep-10,707.5,710.6,693.15,704,375832,264664292
07-Sep-10,710,720.45,702.4,707.4,385693,274814943.7
08-Sep-10,702.4,719.7,702.4,710.1,340757,243023170.2
09-Sep-10,715,716.9,705.1,711.2,152161,108312546.9
13-Sep-10,716,723.6,711.05,712.4,201128,144329015.2
14-Sep-10,720,722.5,706.05,713.75,309570,220807896
15-Sep-10,715.85,739.75,714.1,736.4,604807,441410742.1
16-Sep-10,739,744.25,717.1,719.85,344998,252043026
17-Sep-10,723.5,728.9,714.6,719.35,223229,161146917
20-Sep-10,721,725.7,715.5,718.8,182636,131474095
21-Sep-10,720,740.7,717.1,727.75,790616,576224568
22-Sep-10,737,798.8,735,787.95,3894828,3011875236
23-Sep-10,795,812.75,792,800.9,2495276,2008719230
24-Sep-10,802,807,767,773.45,1060222,828278436
27-Sep-10,764,787.8,754.1,776.4,796751,621301063.1
28-Sep-10,780,795.7,775,785.7,876984,689780825.2
29-Sep-10,810,851,785,793.25,856567,680092346.4
30-Sep-10,788.8,795,746.2,752,1244699,948402018.6
01-Oct-10,756,769.9,753,767.5,463725,354699753.4
04-Oct-10,774,776,761.5,764.6,243715,187501683.1
05-Oct-10,759,769,754.4,765.05,225950,172352712.5
06-Oct-10,766,779.9,765.05,778,370727,287582689.8
07-Oct-10,780,787.9,758.7,763.9,311047,242172777.1
08-Oct-10,768.5,774.3,760.45,766.65,217085,166560034.2
11-Oct-10,767.05,774,765,767.45,105810,81383085.9
12-Oct-10,764.25,783.8,760.3,772.4,262484,203602112.6
13-Oct-10,777.8,791,773.15,787.25,443626,348548821.9
14-Oct-10,790,797.7,772,776.5,287409,226172162.1
15-Oct-10,780.05,783.95,746.5,752.25,173529,132913918.4
18-Oct-10,751,765,730,755.9,149195,111398090.9
19-Oct-10,757,769.8,751.3,761.25,152323,116038175.3
20-Oct-10,743,766,692.9,753.5,88567,67053728.55
21-Oct-10,756,759.8,751.2,756.9,68615,51899276.1
22-Oct-10,764,771,755.55,760.3,113251,86458607.1
25-Oct-10,767.7,771.5,761,764.65,97963,75060136.7
26-Oct-10,770.05,801.7,769.95,786.35,876111,693274437.6
27-Oct-10,790,792,764.1,770.75,341385,263457692.6
28-Oct-10,774,775,742,747.3,305466,230240245.7
29-Oct-10,749.7,758.1,721,729.25,178716,131546240.7
01-Nov-10,735,742,731,735.6,76411,56370838.1
02-Nov-10,740,744,721,724.55,142739,103927653.2
03-Nov-10,726.7,738.95,726.7,732.5,92970,68262681.4
04-Nov-10,738,749.9,733.1,748.75,156076,116217535.3
05-Nov-10,758,758,748,750.8,20753,15599029.85
08-Nov-10,754.95,759.75,745.1,748.85,116856,88144588.7
09-Nov-10,750,759,748,753.75,137461,103779095.6
10-Nov-10,750,762.75,750,754.5,100875,76405861.9
11-Nov-10,756,760,735.05,739.3,96135,71860282.65
12-Nov-10,735,739.95,725.05,728.3,119827,87524399.9
15-Nov-10,730,736,713.8,723.5,120008,87041850.8
16-Nov-10,715,720.8,690.05,691.7,254872,178303692
18-Nov-10,701,701,670.15,684.95,147930,101096127.6
19-Nov-10,693,715,675,679.45,77628,53130713.2
22-Nov-10,680.25,686.8,673.1,683,111115,75637039.15
23-Nov-10,680,696.4,663.1,673.6,238930,163043701.1
24-Nov-10,673.05,682.7,663.45,666.6,93475,63067843.6
25-Nov-10,675.45,675.45,615,623.65,336486,214292296.4
26-Nov-10,627,647.5,598.2,624.8,304108,190711178.1
29-Nov-10,630.05,643.8,616.05,631.7,183295,115540545.7
30-Nov-10,632,646.85,624,639.3,125814,80296747.6
01-Dec-10,655,680,635,671.15,141973,94044981.8
02-Dec-10,676.7,693.1,673,676.35,115157,78342783
03-Dec-10,680,681.8,661.5,668.95,88169,59023213.15
06-Dec-10,670,683,658.25,665.45,159808,107052114.3
07-Dec-10,667,675.4,660.05,671.55,106929,71696745.85
08-Dec-10,670,672.95,660,663.85,61673,41038557
09-Dec-10,664.85,667.2,635,640.65,86541,55920295.55
10-Dec-10,635.55,651,623.15,642,70940,45446810
13-Dec-10,643.15,651.9,637.25,648.4,49217,31784840.8
14-Dec-10,654.9,684.95,646.45,673.85,266951,179459891.9
15-Dec-10,677,681.8,661.95,666.7,176725,118737997.5
16-Dec-10,678,685,645.1,669.45,78111,52216426.6
20-Dec-10,670,675,660.1,662.9,69044,46063084
21-Dec-10,665,709,658.5,699.15,687816,478530366
22-Dec-10,704.9,712,693.35,698.35,420319,295763474
23-Dec-10,698,701.95,682.05,685.25,131749,90622838.7
24-Dec-10,685,694.8,680.2,689.45,77576,53229411.8
27-Dec-10,692,703,685.5,694.05,111287,77564319.45
28-Dec-10,690.1,702,690,693.85,68973,47998450.7
29-Dec-10,700,709,693,694.95,63625,44340341.55
30-Dec-10,695.05,703.6,694.6,700.1,159173,111361376.8
31-Dec-10,704.85,709.9,701.2,702.4,134441,94871774.55
03-Jan-11,710.5,719.95,705.05,711.65,154085,109928526.8
04-Jan-11,715,752,710.15,744.6,558549,409066502.5
05-Jan-11,748.8,751.75,726.3,728.55,355759,263465046.3
06-Jan-11,731.8,743.5,725,729.85,210825,154664838.1
07-Jan-11,730,735.95,703,707.7,142736,102840823.2
10-Jan-11,705,707.7,675.6,692.85,207866,144506504.5
11-Jan-11,688,697.8,675,682.35,145918,100583658.5
12-Jan-11,683.2,702.6,675.05,695.25,110656,76000368.25
13-Jan-11,690,699.9,680.05,686.5,93664,64861111.4
14-Jan-11,676.05,696.9,675,677.65,66785,45849144.75
17-Jan-11,685,738.6,646,691.6,190250,130265081.9
18-Jan-11,697.25,702,678.05,693,98532,67953757
19-Jan-11,698,712.8,684.1,689.45,185172,129649382
20-Jan-11,692,699.9,675,695.7,137595,95570237.15
21-Jan-11,695,704.75,687.1,690.45,204394,141977783.3
24-Jan-11,696.3,706.7,685,695.7,130668,90979603.05
25-Jan-11,699,700.45,683,692.35,113432,78352766.5
27-Jan-11,696.9,699,666.2,675.65,320578,218419254.2
28-Jan-11,677.9,677.9,645.3,655.05,87075,57199824.2
31-Jan-11,649.85,655,635.25,650.95,73915,47673900.3
01-Feb-11,651,655,630.05,634.25,113921,72983248.45
02-Feb-11,641,645,634,641.05,109122,69789095.1
03-Feb-11,640.95,651.85,637.8,650.15,100884,65177535.65
04-Feb-11,646.25,663,625.6,634.7,150498,97327478.4
07-Feb-11,637,642,626.15,629.5,64037,40528953.35
08-Feb-11,632.15,634.8,608,616,104337,64585966.2
09-Feb-11,616,623.95,561,583.1,214354,128201681.7
10-Feb-11,589.75,589.95,556.2,561.45,202081,114360858.3
11-Feb-11,565,576.55,476.85,571.7,272634,150257216.5
14-Feb-11,583,638.6,576.25,634.65,546777,338765806.4
